subject_id,gender,height_cm,weight_kg
UmHgIHN4PrnkAQWznf9jPexwHD8dDbfWe28wIuSDECM,female,165.7,67.7
YSj1PU4BApztzlYwlSH_C6pUGl1ZqLjjbvu8rUJpp-8,female,168.5,69.5
lWosDwk9v0WlDhLh-pvR_9YLzzzL9T3SmzEIt54NWpg,female,167.2,49.2
moSoucNK9FIMD5_Tg6E9GIyDO-hh_E7PZOgFMRoOu1w,female,164.5,66.8
2eAFDpd5_d9dDkD8Wufm0nmGIXv5zqtQIWLWQ5P4M6c,female,165.4,67.4
ZcCzgdDKMPR4oPr0c5GUXYe6fnzYwdUuEMNpbY5dMzc,female,171.25,71.2
DNDgaE6BmUFno7fz7Lv2jHwHZ7Za8QFpLVa0hgdtcxk,female,166.5,68.0
oSmR2EI7gSPSK6CMthxoVUFU3BJ93YaAMVnCF4EmSz8,female,156.15,61.05
qZ7bhYR_ffKpcpSwBqoIIKCnWKb1wcGqnJaP-iBdGIY,female,172.0,71.6
Q7mU0hXmoLdyNJep0JFlulz3lLODrEnGPuKc8TMdcx0,female,163.5,65.9
vMhSzosefiIYlQfyz1333UaP8cQszXJlLOgMkb5EEwA,female,168.0,68.9
uk-CtxwNfL2uxYjW-QCuXNC66fHWCTOCB8AmchLLHZk,female,159.2,63.0
9qVCJoXCAJwZaC9u5-kXG26GlA3JmoMw92Rp5oiVEg4,female,153.6,59.2
3LtoBREo0oJ058FPutEgX3dYNGp3wm5eiTGKD3Nc-Js,female,176.5,74.5
7tXOo2zQVaooe8RHfl4Db8bshORuWkeNqa-z90Ou4lc,female,165.5,48.4
aKKwnxgz6__q6Gsnu5h10ZMvUieiKrZxPbNZI2Cqlvs,female,155.5,60.4
hW2nKkigYEBoUOo14i3BHifQZLX6rw35VSPoWZxPNN4,female,162.0,64.6
1iNLc9Y7A66Ulg98SZyMiKgeyOdmugfXlmXEYSMa7iI,female,169.25,69.45
s54yIZNewRa3lzGAm5m3geWsbCp6MKlTEJ-t5WEeY8k,female,169.0,69.2
bXNDG5yJPPqTKSoMPxTrhFaT_slKtuG76Sdd4dNxySg,female,155.0,59.8
CkenlGnzhHhAweaBpkT1av5IZItgFBk2k05QPYSLXu8,female,168.5,68.8
SeU7Oa1_lbmjnPf7Ia-FHrIGFRH9rMXzK6XlsB8wg6I,female,154.5,59.4
W-RQY1z606QE2NMPkSyI5ONAW-hoIDGqmNBQI-XYinY,female,158.5,62.0
LWS7u2dM1oIlDpu0qfB0Fh8kUXtyKa2Bzu2Zy8gx69U,female,171.5,70.7
-5OHO2b5mRDY1rvAf07sYYtekEEX7ViEGmvRr7l4tfc,female,163.0,65.0
e-0lza77JKC-xvdfzGUtaX732xERpAyfyWYVzpbQGdk,female,158.5,44.2
OG9Sg6chAt62VpE1YhaBQcIQ1Qv22fYUHRPndomcxz0,female,158.5,61.9
eUQaVsLyGr_zoE6EwWwpU6Ww9q5aO932Y5LxH0ViKQo,female,167.8,50.5
k6mUYQ--EsUFkUXes7CyUrDDVR0TGGdy3JesOw4muuo,female,164.5,65.9
59bc2765681516389ccf4513,female,167.1,67.6
mTsjIVTuExMqDOs4rgUWzVrk_s-3Y2syQl4NyccrLbI,female,161.3,46.2
6G6oYfY_1KdG63aIAEbDisjnRAalV7xOP0Kj9jajxJU,female,158.25,61.6
GYTnlaKA2rWl9aSy0W9Jdwv3IV-sh-UTxnNHvGd5IzE,female,159.0,62.1
y32dEeA-iZr8Pt91kD30sOJRmugAdCm-jzF6aHYt_oE,female,165.0,66.1
KBAU1rWD43nsok2kcZJkGqqMKRUMIpMURs6n7DiIbAk,female,164.0,65.4
AJrINvKEvx1BaOMF9r23zwKdD9tfkHY4jSO3GyImELQ,female,161.85,63.95
6CxHzwqW23eLWqsWrQuJbwr9UWlo7pv87YqZTFiWxws,female,164.5,48.5
OHJbKBoYWYD-m6mpQi8Xw4zXuMKQe0g8APH6z__VLv8,female,168.25,68.1
LAylutsZzyozv6hpU2zkLc7tSoVn0KA7MHpFSNF31bU,female,168.5,51.3
L3gOZE9_foSWpEGDymPGZ72xRwNAjs30LgwA2HK5Pck,female,154.0,58.5
YCYZfuKdUfWrvD0Wa_bpzqRO2pV06RuSS-4SSZOavSY,female,164.5,65.5
kIylnWWgtxbfedUMpfR5Ot3-iuysBKh-wHxw0Qwh46c,female,166.0,66.5
PvvWNiET5hz701BDbx_LMXCRHnH7W94qby9EuCVLxs8,female,154.2,58.6
4zydBaQiHRmsujJ961bicneBbDYHlmHxPeLTQBorLzY,female,167.0,50.4
Vlfc4F6gFYKkpCJux4gxVJzSrlubik60_HDkzkwcIqI,female,171.5,70.15
4V0D7qiw6J5sTLHjBGkxAjwpIZRx-KPVaQWLWf8xy4o,female,162.25,63.95
0nUGCGJVMuW97nuWEcXti8w-lDDCvyrOgT7RzfE_C1I,female,169.75,68.95
Op8r02niR4ewKbhCNlxQ0bbj9lntsw2SLCKTfXOjsc0,female,170.5,52.8
4bpNJgeZd3-fSRjAsrW6eRInYZ6LOOeVVGC0dfWjwNg,female,169.0,51.8
vbZZsZ3TYtTI253SiLaYLGYn-BT6NSlnN-B60PQzdHw,female,161.8,63.6
dPRinhZqztN_Hf264QHnP_0Wg121yQ90oKTvePLyM8o,female,163.3,64.6
wyo56gHJyQO26BfciyAHy7U9Tx2QnhxCIv0tK_rDou4,female,165.5,66.0
1F0kEDeQXT7IOic6etMSOANMhH7SvKE1o-THF11ugdw,female,159.1,61.7
Qq9NaLjx3iFSgN4IO9FFHNQhM-HniE8cy7GXNWpJVtk,female,173.0,71.0
LG8w5pRNQxAS1OXu32ttcFgCo2x_udBwl4IY-pkH-G0,female,158.3,61.1
1hW_MCqKCiuyI_RdcwYn7k0pFVsCyG5epVA4Lv-4jGU,female,161.0,62.9
bEEVIiPPqqwP38kdKJrb5pnbM5L3-1-Q4K0D5R-Xp10,female,165.5,49.7
Yl8U2SSkkWDw2ewoGQLfj0P-Y_wwwe28W6ltWa6OE5k,female,164.0,64.8
yDKNHjVVLnOxD_oBdXqQW1d9SwZDDiKn-VdTJGev_T0,female,170.05,68.8
1r-5y6wiubbNTNDOhH0ypmCfrIdg_mJnMzR69G2i6no,female,168.2,51.6
pKRLPLEKQlOAYkS3cSoDzCvwIHDUu83thaeib6rgK9M,female,171.0,69.4
tKHi87qSvJrSlso55catxSZkeH2nTfQJ-omJ_79mJJ0,female,162.5,63.7
PSWXWb1JMr1NXcxjGIGDSeYOT6YZLvclRRYBZT5AkzI,female,173.0,70.7
rFUJ4sAg0xJpMiKyCvjFG1t15y-fUlnBwpCJyti9lHU,female,163.0,64.0
xqSrD3kKSH0jt-tGr4oooGvGQfZkbplgahtlxiuWCIo,female,152.35,56.9
AOROve_CMsO6bxWVAi3J6cn6izwWWgxmcCmZcV7Q0cU,female,159.6,61.7
98ybaqAtTEscPfdBt_pbzyB7uRzO8UymbWubJOh3cd8,female,169.5,68.3
F4TnEhf6SPRvMS4EpUaOTA2ZE-WJVz2b-YcJF3TxyKA,female,163.2,64.05
KyUpCvLOaHfJNvUi1UqsGflxRBbyk5O5sHHE4Z3fYs0,female,163.0,48.3
BuS-57KVH5PUMufrQLs3EkdD9lLWqtt06DpoL12nlsA,female,159.5,61.5
3lCM3aLY_S5D8So-cmKS_wxvg4LEd3ByaVj7RwtJXPk,female,169.8,52.9
DCA3Le3s1Oh-UiRWy_kDjoieCC_MvJg_4ndji_I87jc,female,164.0,64.5
UpKByUk0R-xH0de_VHTP1DIbIf7IHrNBIUPzD6YQth0,female,166.0,65.8
XChq7P1lqOo--lFR5_wmw1iL9KE3a4-ARks2xlDKFD4,female,163.0,48.4
59bc276e681516389ccf4844,female,165.0,65.1
O4seCrLSEagQp6BGJTsPYovKuLedF1KiXDYJjsxHV0w,female,162.2,47.9
aKCbIlgkgwR0Tv0hD5Y3Reox0bJEgCiqJMVSaIrRKRQ,female,156.4,59.3
XzIIbdAvug_HTiA25PW5MFyFyt7QzCVA5lNnmZN6BIU,female,166.0,50.5
-f435rmMBWdNpQenjlVoMqciq2qSKrVkdrcdeBhFadA,female,164.5,64.7
5EGWEEK1LY65tkKLQ7EYnBzkxSvRVvGKkbbH5xXhHSQ,female,149.5,56.6
KuaO0HukXURPXHNjwVlRBX54vTgGoJCgIlE6pJFBjuU,female,162.0,63.0
PzOCTMEqFNW_m0El8kk94x5NoGcA-L_d65TiAJe5p68,female,157.6,60.05
_ZamEJ24dG8_hV3sdbt6iqrWwvT8aUB0zCjq0h6_X-E,female,161.6,47.6
WnKXOTsT_HOrsCimdLNQ0avrn593cJCE7N3fCWGn9H4,female,161.0,62.2
Vs2eI7lYPCCR4N3jdBO4G9tBuKpH0ZXT3qpzOCmG9QA,female,167.7,66.6
Ve_FT5dVazanjRifMYJoMRRL3LBDF0Wjg_X6YyNcXzM,female,159.5,46.4
ASWDIHpxAgE8tjKibGquSeNFX7ipcfS8_dfxbSxsPJ4,female,169.45,67.75
uq4DCL_ezHJURMKCNyYgyF1N2J36sYaBy-zQsrYfIhA,female,160.45,47.05
GK2jds8tP3G6PyRZEtetBwDgWLEMWJUaEN_1btjyNrM,female,160.2,46.9
ARC9XVPHMy4OmvCLVt3pOlOR-Wv17WxdC6zj0jJiquc,female,167.65,66.5
59bc2760681516389ccf4333,female,161.5,47.8
rLy5q5GzDMlUYUv7CAo2X89t0qncU_-j15zxHuxCHoQ,female,168.0,66.7
_CwZV7JjweL1bNgowFMabyvvg2zUkljylkh4qYgiQoY,female,170.6,68.4
Iq9BZmJt_Dg-EuoVbU_Q7ttc7RWfR-PyHACAyA_NwHs,female,179.0,74.0
lLaKUu8T6XGcAi6D6SUxeHWcwyyaBqLr1ZV9QWhll-8,female,169.3,67.4
alvViEXcpt6DTJMCIgxAwfPXlieyPGTGoJs62yCtXlc,female,159.6,60.9
cVytttxSLrJkJZfDS7mqNACCPRKwCk7a978wWualrew,female,164.25,64.0
59bc2770681516389ccf4940,female,160.1,61.2
Ay17AXkv1EI2b1Cp-qH1xBuAKF-bNQVMEYruSbLCYxQ,female,164.0,63.8
2A02K7VTiazsZPJow1JvfW1rcmsCwRcc6udVInDdVfo,female,176.0,71.8
upa6foQNb8RjG3rcyAiG0Np9ls0JeJ_nBr0CRoL6I5g,female,161.9,62.35
59bc2757681516389ccf4018,female,163.85,63.6
G8cSXcCF9RyYdLwbhiH-x6yvLcuXMaK6070kee5v5gg,female,155.5,58.0
nz721hZrCwq7GrpohgBOLERaZ2oP-ABupauvqlS45fI,female,161.1,47.9
ciob9bPgUpBxkXNd5QvZSR_TBtrxFuvmhpKmAUTEs4M,female,152.4,42.1
icoAL0V4eLYR2ZXjKFajM7zpX2c2NoyM-ZOkRzXkJUs,female,155.75,44.35
rhUrMSeO7Nb-lPQHSDizeYFdm1ZkYzFozoaL92zkAZ0,female,165.0,50.6
59bc2768681516389ccf4677,female,148.9,55.8
h9CrV4Bja5J7GcDHh1nhtwlNL-G2dstWVh1H9MVcwMo,female,169.0,66.9
59bc2766681516389ccf45b4,female,173.0,69.5
5uUKnbSqv9aSGLFdTKky-BMjYiXJrekNriewE4Fg_Zg,female,157.0,45.4
yG8urEXMQwYxRedKdQ0PzhAnG6wRRQ3Qhkcivj4uxSo,female,162.3,62.3
13pX7gY7asIuwkUe84q-h_Y4ih0x3AWA_elpNZmNBKg,female,168.0,52.8
_NoqTGuJDuoQWkCe0yvPsiv9VH2Msb5-h4qJGaAHMwA,female,176.5,71.75
dx17OuwfKm5FocfCZ66tMZbAu9cwDFy4bgR-Pdkl6U0,female,160.5,61.0
ro7fbgrTpvIYxNOi6U2xNVTW0NgXJavWXzbY2gww5DE,female,166.5,51.9
3xVJO9HyrOrQkIXXjdqeHftluBQ_Jkt2Tn748nJt9gk,female,165.2,64.1
4BXlHd3dwVd6PpZncEnIpr675Ozub9a3aCKVl2bfRdY,female,168.2,66.1
oI_BOnigfzo5Jsd5owKqNQ1kATGsx3AM4knkcu9Uato,female,162.1,62.0
4bBr6L-kFUuzyOWO3vI_4OGSbP_3WZjfIF8OvUCdu-0,female,165.5,51.3
-gXu1nZDGq7CwAyObp3f3MhE0r5BBxuer9T15M92u-U,female,157.25,58.7
5_m2-TYDAgPpC0RM31LQ6jzDxAXdYr9vW4q1fXj7ypM,female,176.5,58.7
IvCNsbRv3wHMgRl6sQUrzAn36i8TlTm0_4uXheFRrXI,female,159.25,60.0
BsfJzTZxaGixB_zWMI7Cy7JNn8EAkY0gRBq12NeV33g,female,171.6,55.45
DTjqT-10YClWQzHylJUcdSeas3p3DzwsjLzIP3ixZ8Q,female,166.0,64.5
RQq_cqoXxjRz_clDrc-_WzDZjYVR7-wSKqcbn4WSwSE,female,154.9,44.3
0D-8Ft39MufsfV1e8PSPutSzSJ4BYLTcQYupqyYs52c,female,156.2,57.9
EVzxmfGWPMsEwiPrz8uVa7SgSaddRdIYfmRGS-11j7g,female,160.7,60.9
14jpgC_nNGPOffvAQo4KbTLvFLaJKqAloOYHFvSaP14,female,155.7,44.9
qrVKaC58VtESle4b_JRoEpCYYt6Kmyooh4yY5RpFmkM,female,171.75,55.65
MbI0nuaGlMFelp1gYz2NnBZ3E9Kqgno4bxUrxlZczOA,female,157.9,46.4
65UyB8JMCYFMX-M8OoS8ux5lzr52EmO7TKJ9o4v8ESs,female,160.5,60.7
1D-rS4ceivG5o5yI7oRT4XD61IjRxaI_SeFBoqHYems,female,169.5,66.7
nmwUdkQwCmcQiJyo6rrCHuV28ZxXdzKhtDLzrY831HQ,female,163.6,62.7
he2J46C3Yu3aEUjwSZiGDffpiIUYTjC2eiFlZld3Dzg,female,170.5,67.3
XhdYYyUbTJ6rCqfosof2q-xfn99gTX2LjiYqYPTsc2Y,female,161.5,61.2
fOCheDvo1LbFwYLyHekXDBh1b3ph4qo4v8rQKfe4kWQ,female,162.5,61.8
ENgw2m_MNUmwXsw6B4gqR0zeU-YRSH_QSuLOAD1qcv0,female,165.5,63.8
0_Be70jSUDcGB5ClohaaXArKKavaPoKiI0b8OAnJFbA,female,166.1,64.2
z1Cj8-tPo7XuylEL1c1i8tcUCuQqRBQpmxaGq6HXPG8,female,141.0,43.0
l3RUA6WnT3ZgHcRQ26cTjxHwJhdd1CZhG52_CZR6k1I,female,167.5,65.1
qC0CjHxBS8YG9nJlbKCjTagOLAuGjeh88yhjMdpJTPk,female,174.5,57.8
kVM9QASz00QiqQUqerI8IdstVAmfwA4h45LsvqAsvcE,female,177.1,71.5
X-q9VE1Jm8Nt7O3_HYRJe_Xask4oljYK2_N6kA3TUKE,female,166.5,64.4
EP3nlJStPZoBk24yoJJ95kaD-CzK-Bwt7UeWZzA2Tic,female,159.5,47.8
NPC5AE7iwKfWfpBfXabJrkmqPUFfC93c-kUzJxIlRpI,female,166.7,52.7
YyufckRxZ8zPpf4cXMTEiB6hKuQTMli4KLLm-HIIa_s,female,163.6,62.3
59bc276c681516389ccf47e4,female,154.05,55.9
7McuSPbjJDQZAl-MIhD3mwI9s0PWZxcD2COwRLwRxJM,female,154.5,56.2
PEHN1aqxst83Z9A4dsV9vlx4izfDR4pcnR-j3mGZQFY,female,163.5,50.65
l6-GeBGVeOEiQXIVpFg1JdGUeQFiZmjSiDr0ThLKCFQ,female,160.5,60.2
eRj17yv-E6_O8A3DNw8_DiHgSG1QmP5ztJVJRGBrca4,female,168.2,53.8
6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,female,154.3,44.5
_VHnxraWanoiApLH0NaIPJqgEKK1kWVxv3nfm8_JNU8,female,166.1,52.4
XgcPgqthLt1PRFuXfxp0O7nZeHNQffA4Ma-2ByOeckM,female,153.2,55.3
rsEsfaP1dnCyh9yJzWRO0Ku08gXboR0XWeXMM2BiiGI,female,170.0,66.5
MmlaGbcovUveI_4bIkPI7PtbtuIXmJXEuh7PcWd1vs4,female,151.0,54.7
59bc276b681516389ccf4781,female,153.85,44.3
z4s4b8bsC7hQF46iowvWZErMqEkCg5FbcD3UBMBDuAg,female,152.5,43.4
UbhnstuOupSLqT1wAnBu3Ffc5cqLOsYBH9aZPeibkUw,female,157.8,58.25
G1cJvbexZIXKGdvja22JWyvwHdLKKmzp7oKBLC_GU_A,female,163.0,61.6
kS2l8BxM3FEOQkITlQkcnXc44EucNbX6pOL0_-l8iZY,female,158.8,58.75
a6C0JXb3FwINuo4m9L-eq9Nql4ky28br0h7l3MZd12s,female,161.0,60.2
Tcsl1T7nm2w9g_-EcckeB3erb9nyXx-zel-M7_f-6Gg,female,154.0,55.5
2Q1z0YAxR5KlamR3g5E3v9P6MYZkNHS5Jc3oReJhaAA,female,161.5,60.5
Ygv8bachxIhg_xghC8vaHDGzMJJoVjbR7WylgU_yclo,female,155.0,56.1
Wx1Lwfo7sxMWqawYX02arJQ4mrLCJ0Tf-X_zSQ4LV3s,female,171.0,56.1
_ToIEVbMdssywyK_y8n5Cx3IR8U2zzLK93pBjdJ7Y-8,female,155.5,56.4
ZMzqnKx9IEB7ltrIt44-76BTn0aauxEmHijcPu4l3Ws,female,173.5,57.8
K_II_ceJULbMT4-1kDxWSxcLNVQVQ_xXiH2yEzIwerw,female,160.5,49.1
ycUM0ZvcGbWhQZfMY8CsUGDEeKHCVveSPSBvhkmkmv8,female,173.0,68.1
ReXksxD2slcyWPByLyLntNmLGJITrJkkgxHefm7FCSw,female,161.8,50.0
TgS_yYcLOuY7Of8dI9_BSUucaGg0t0RTQETeUmtMiio,female,161.6,60.4
M_VIme6ZNwUHowz1e0dEdO7dB4CUb4nq2g5LJrboM_8,female,154.6,45.25
6PZ9cpIq6FDbMhzwtoeGDW5kqAB7XS14Bl_f2uxIbJw,female,171.1,56.3
AR7uEXdi39EGZhXMCi74TR3E_kgSL3w9hQIhNDM3Y0U,female,160.0,48.9
-QVnfQ26qAbPK2NBge_b9gErXDn4CdOYWdc4fILEjjQ,female,158.3,58.1
1KrwWNhtm7WrMFYURvkl4aTk_3kOdqtVURRKQoYX8XQ,female,162.0,60.55
FwKn-jm3nCeeL0h6WpYdyUgAQd9jn1r7V1DlVSacAFQ,female,159.6,58.9
7R3ZLSU3UC0OzNPDENGA8_CmaR-zVyj6DcbSlEwQJG0,female,171.3,66.7
jRVVmniEjFboTrGpJxCsUEV58h5yev-85b1Oag7Kgds,female,168.0,54.4
TLI5z5j7y9XIr6a-acw6-gcpuKN6bHj9IOq0Z4CdvN0,female,167.0,63.8
eS_E3lqz755Y5RVVv3xILlAD9JMgrqLwWnDkGdehwrc,female,160.3,59.3
P04VOrUsLTX6SIW5Iogjg7m40YuLGUqVBqRSEFya9GI,female,168.1,54.5
yI3ggbDDMGbpyUyqLMB2ESSttV7sTcq4Q3sljzli3-w,female,153.9,55.0
EBFIHGLlPfeXlotkyUFlWP6VUxGoWbXvpo4jB8ESXYo,female,165.0,62.4
5sX0pr2d25brSxyDduPE6bR9NiPFlYJB_7iiFN4hzdc,female,156.5,56.7
eaJoNIErQRATPzMdDYaFMDm48na6oTqp46Z2a_Ttfnk,female,155.8,56.2
EdIZ4UZyPF9NeVOxjGlJKATWntX22ts3CfBx99chEmw,female,158.5,58.0
mggKD_qrTacSXiWfJBlKFW_9UubvJYtbeJVGPXz_ScE,female,162.4,60.6
IVZsXcxTQUz90kwtRiKB4GtNs8mtCn6CfhIUT-FImgA,female,179.0,61.9
ECoa3Ple2_VClgZ3w6ArCH22bluCUpp5c2egmx6k6SA,female,170.0,55.9
nU_YrRd67Uyc4OjJ9yonyyfzsYLBPYVuQq3ACDVJJ-M,female,165.8,53.1
a27zN_rxs9_WUzl4TsrXOg6W3ztO8D7OlEVSLVa9Or0,female,165.5,52.9
XI1sGfmvQgCa3yNalqQWwxatqzp90nppgjh9rTRyVE4,female,164.0,51.9
_o3GopuYnrAIwiRGyiLGWHVzEc4E45tSp0AxxXA0n-g,female,156.7,56.7
-67TrwlJ3GSsqPeHaa2Nb0iQ-BKZfIx4ERysQPZ0-SY,female,144.6,44.2
3HTxlEply3gwyMnwXZ4MJiN0FwDmsLLer9CnROMOtFs,female,173.0,58.0
H96X3Mk2kr5Ok54Lck9oR93rz2WR7maI1yuww5V37Nc,female,170.5,65.9
eLjIgnMlJKfK6MIRaGa3HCfnXpM04E09QXkGiCxKJAg,female,168.5,55.0
Z5ntNTIvmbC8CIfxJ0hC-k3JY-9mizxwmaUDuf9givM,female,166.2,63.0
p86gFKi4pupsfPfBKxQfGWFRh8bDdRQ7MFJFmDT9b6Y,female,163.25,51.5
VBCbaA2ifumchk5h2MAWC8fZCUk7bvaoHAKmJKFkRMY,female,167.7,64.0
59bc2765681516389ccf4530,female,156.4,56.4
COBCfW9dpPdtWTJu2CzyQdM7de12tj2ggfL7I-Dy1wU,female,167.2,63.6
o8I7BC05vsyAYnyPOuAj4_XmXRQ9jB_gHDSlzU4zXUU,female,162.7,60.5
6nhmektE6ad0XnCmzOglnMvhYkol8-HBL1KCEcdKSPI,female,155.1,55.4
59bc276d681516389ccf481d,female,164.1,61.4
Tl1DIq7LCXOu6GG9TyJKbI3an7F3dSdeVdjao5faPfw,female,163.4,60.9
VQDsKkfK8ABIqEsMta11j61WsZK6VYMZBo1Kv7NmoJI,female,161.5,59.6
8XB65OIFyJWssH8CLHyyTWVuuBT-H3u3C1haKwy-LkE,female,163.0,51.6
ZqIJuZiK5-yL-8aGZHGYuNdHWlmhtbRwfLP8B2nzoO4,female,163.5,60.9
x9ThblNEs0d1SG65yjmPYY_sX3fjXL4C2XO5HI-dkP0,female,166.5,62.9
nby1eL0lqv5vd4YvP53ZyxxZIYlwHkES820Jiiz0opo,female,166.5,62.9
AUIZuo6lfanwDEDqrbi0_Z4Rsle6CF3P6RaNyWw0_Sg,female,153.75,45.45
S45BGG7fwwStlMSiUGTnZJTJYx3izNJXWKNQ5fsxIlg,female,158.75,57.7
_Z-4wflkRVuwwIJFfD90T2-ueF0s7HxvY-MdQ_0pFPU,female,153.0,45.0
65Hr2F3AwIYt1nNQaCfz0O846XdFrWBG74_H5ydeeMM,female,159.35,49.25
gbKNI-wfsvgJR32_PRt5qTLSQhZQyNixqRLFGSrsfc4,female,164.5,52.7
5tYrch-RIFBKZvBrbi6l4kDWdbvDSxEI53zArLytcL0,female,172.1,57.8
8YgXcWe0_qvmBTG-C3zcan3y7XTDDI9i0OyZUOfrLLw,female,158.0,57.1
YA0piHl32MSDrXwwYSzw0xZkgZhEQ-dT0fbo7jC59FU,female,153.2,45.2
o7s58PUTsT5yQd8DXsSetqhtl2BHn-coxbDQIC4PKL0,female,151.0,44.7
OW69pCNzvuyn4IDrAvGcRw6BjIQPd71jXCOtNPWpKIg,female,160.65,50.25
USmhBn8O9THhhyAypEL9u68iMWV7Qmy7TR-1EV_jZZQ,female,165.6,62.1
B10606VgKgwKhNZbpLpWmRMz9OyxGOh_GsYBqDBVuoU,female,168.0,63.7
TH0MiV9KcajD00Dm4oCUNaMx14p36PTQyxhJcUUN3Cg,female,164.8,61.55
S0K6y-KfAfl0vF2ldf5Uu5ISSEF_Z3Kznu1p6VUX9sY,female,155.3,46.7
4Ji4jvSX5vPu7giQHWXRgilR8UetKbKXNRwnKE7CHsE,female,162.5,60.0
goHc9Rc3JYmvKwlVvNOj_rReVQAEb6augswlammHYfY,female,164.5,52.9
ONExtjPuO-BP4G0Mxy8Hnm5snWhuR8xoomIwRPxkGXc,female,153.0,53.6
bKYofWY1P4a3avGH_z1BsSWftlVHu9rhanSrNZ4w_lE,female,159.0,57.6
ykOqpg61ldXvylQ93x3YB33HI7oTavy301qEtZXWwHo,female,166.1,62.35
U1ohsWBuEi2UBf804eKk5bN06_uDIRHjXA3rLbWQYHA,female,157.1,48.0
rwNErR4KYZAKDumaBGC0fMvhVtJa46wtR7SNo1CmNew,female,166.5,54.3
A85jp7bNmv_K4qwOlKkYUhq8jD0NdTiPnw-ww-ITGiQ,female,163.5,52.3
GFy9ZiAZQPteKzU20LglQEdnXUvL6Y3Ho1ScbVkm9xg,female,157.0,56.2
Qdp6TYwkdxbX5uoZpl2PtFjq4Vq5PnUV4j5xrz-ZQ6Y,female,163.0,60.2
I8BI3wv3aghDCeaSa36TdxzoN8tuvQBE0v4X0ts5EX8,female,164.2,61.0
OkD_s5l3lVIhaNKIZPzRPwKaGobxBEXGVQ0qW86r5A0,female,152.0,44.9
-kOx6TND-xhoWgxKctLcShlDXu7NGp1nFzUNlIqDC8E,female,160.0,50.0
S7yKMTRDnBadwqQLxj-YxnZ7tUY-sxd7zBKF-N-laAg,female,159.5,57.8
wo1RxJr9GOOIJx-_rCq-eYHvTzhqR4QfEtxMqNiXSGo,female,168.2,63.6
QfKpuP6dZQy-hOYNYE5Unp5XJ0g0H2AU6yLy8KASKNg,female,155.1,46.8
o_P4XZjstn1eM91yD9l-jZt4i4zQRxyWh2IjXFPvc3U,female,164.5,61.1
Za2gVY9IO7cSatR1s6MlJT2Ym9kjgf5dx5QQ3dqOMjA,female,153.6,53.8
5Xh-fOMeqv6IdKC9QUomitc2GYfGUqP79yO-sQDvXPw,female,158.5,49.1
vK1-RUhICFZPQ66-rt3Ee3pOShmpzuq2ubSV1I_hdio,female,160.8,58.6
YK5kKZSFwbHezYTwzNsNiQG56io_IhgEHbS2KAlDE6k,female,158.25,56.85
AJhTuQCUcGqNWYEnrAPV9E_5n-63xapWDqLl5xY09b8,female,158.5,57.0
i45bbTSs4418BrHmSgp2-1cYp3Yj9BI6em6C9m4yCsQ,female,159.1,49.6
nzXOIrME2nqNezEfWx5KEho04ts4yIAklDSTuurjdZ8,female,155.5,54.9
AX7n8bvX-5xbg8q0cCKaxASM66m2Xg7msSV5tYExzjc,female,183.0,73.3
EJ9WxsKpBR1iAQXdMdj1nrUbRPwihEfi_SGgd1NN4ac,female,159.6,50.0
59bc275f681516389ccf42dd,female,158.2,56.7
rQEW2xANPRFnYpwxbKMqPRbLJhObWL6LuXKOnJQmaWw,female,173.0,66.6
P9xEH1gTLHYiXIPkKlGqZ63y1rExLqOPPSkimNdQsYc,female,161.65,59.0
oUuBVZfCJazF-eHB_8vEqHuLJsp_EpzDzEM_ipglDEo,female,155.5,47.3
s7ogioDf1U8mqqsD7r99clapeOQQfyr55h2X3ap3XJE,female,165.0,53.7
B0Z9Yi4-Fq_kfX9T9yRIA6iZrVAr611tdGaSdtGmckg,female,174.0,67.1
2lEWBQrGR_vm8phdFZXOUSOhbHgplfgxN8NXLIJvAFU,female,161.6,58.8
2iddLMv6IBuiVCaT2BJzjPJXfB5xu78N0UxRxIf2o_U,female,172.6,58.9
9wCJatfv6BpfIhr16KyPosqMAPyrZUL2SCdjDms6N_g,female,168.0,55.9
YQxrhrxpKSH8xTQqkGhjwmNJa1alqHlCTHJXHAJ5mS0,female,155.0,47.2
59bc2770681516389ccf48fb,female,175.5,68.0
bYlXPEY7IZJStZHWG77crdDUu2cB9JoZg7PtUrIYBHo,female,164.5,60.6
59bc2767681516389ccf45ec,female,164.2,53.4
MEg2fJbKd6vFArod3Em2Yg6Fzg8I_UVysW9tVVNJXuU,female,163.0,52.6
NtGhhuJmxasrSRLy3LsguIRU14n0gjoJg_Qr7Ct7-aA,female,175.5,61.0
59bc276e681516389ccf485c,female,166.5,55.0
4bITwZfmlJUYVTWFNlQsWqjmpXd7p_B1KyqLCAdWbVQ,female,158.8,56.7
2NWEZ9_atmcpO1hW35vimzq3zGQrfywdEdGvLkStrGo,female,169.0,56.7
63z9hct-f8Aj4nNaZT3lwNRfpiAH0qQx_MKqr1mN5C0,female,172.0,65.5
6lCPFQmNmohQyzpaKgMfsiOOi0dY4S0a3r-zgaLBlXc,female,170.0,64.1
UyHRmAs0a9DkqUIdvMM6H2DZZt8poOp0yppXVqiqei8,female,157.2,48.9
NXmoPHhsDXHFFY9qBe87PNHfINaJfDwlbacZeImZi1U,female,161.5,51.8
